No.,CASRN,DTXSID,PREFERRED_NAME,Original_SMILES,Original_InChi,Original_InChiKey,Canonical_QSARr,InChIKey_QSARr,Salt_Solvent,fup,log10_fup,tr_tst,outliers
714,85509-19-9,DTXSID3024235,Flusilazole,C[Si](C[n]1c[n]c[n]1)(c1ccc(F)cc1)c1ccc(F)cc1,"InChI=1S/C16H15F2N3Si/c1-22(12-21-11-19-10-20-21,15-6-2-13(17)3-7-15)16-8-4-14(18)5-9-16/h2-11H,12H2,1H3",FQKUGOMFVDPBIZ-UHFFFAOYSA-N,C[Si](CN1C=NC=N1)(C1C=CC(F)=CC=1)C1C=CC(F)=CC=1,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,,0.02925,-1.5338741295818,1,1
715,895131-40-5,DTXSID601148990,2-(Hydroxymethyl)-N-[2-(4-methylphenyl)ethyl]-5-benzothiazolecarboxamide,CC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)SC(=N3)CO,"InChI=1S/C18H18N2O2S/c1-12-2-4-13(5-3-12)8-9-19-18(22)14-6-7-16-15(10-14)20-17(11-21)23-16/h2-7,10,21H,8-9,11H2,1H3,(H,19,22)",FRARKFJBABSJRI-UHFFFAOYSA-N,CC1=CC=C(CCNC(=O)C2=CC3N=C(CO)SC=3C=C2)C=C1,FRARKFJBABSJRI-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
716,80820-34-4,?,,C1CCCN(CC1)CC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,"InChI=1S/C20H22N2OS/c23-20(15-21-13-7-1-2-8-14-21)22-16-9-3-5-11-18(16)24-19-12-6-4-10-17(19)22/h3-6,9-12H,1-2,7-8,13-15H2",AFMMLOHZMBEPQA-UHFFFAOYSA-N,O=C(CN1CCCCCC1)N1C2=CC=CC=C2SC2=CC=CC=C12,AFMMLOHZMBEPQA-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
717,CHEMBL1923433,?,,CC1=C(C(=C(N1)C(=O)NC2CCN(CC2)C3=NC=C(S3)C(=O)O)Cl)Cl,"InChI=1S/C15H16Cl2N4O3S/c1-7-10(16)11(17)12(19-7)13(22)20-8-2-4-21(5-3-8)15-18-6-9(25-15)14(23)24/h6,8,19H,2-5H2,1H3,(H,20,22)(H,23,24)",DCKPCHMCUFLQER-UHFFFAOYSA-N,CC1NC(=C(Cl)C=1Cl)C(=O)NC1CCN(CC1)C1=NC=C(S1)C(O)=O,DCKPCHMCUFLQER-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
718,CHEMBL1950855,?,,C[C@@H](C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)CCC2=CC=C(C=C2)Cl)C(C)(C)C)NC,"InChI=1S/C23H37ClN4O2/c1-16(25-5)21(29)27-20(23(2,3)4)22(30)26-19-7-6-13-28(15-19)14-12-17-8-10-18(24)11-9-17/h8-11,16,19-20,25H,6-7,12-15H2,1-5H3,(H,26,30)(H,27,29)/t16-,19-,20+/m0/s1",NRCKEKHBXPOXNH-FFZOFVMBSA-N,CC(NC)C(=O)NC(C(=O)NC1CCCN(C1)CCC1=CC=C(Cl)C=C1)C(C)(C)C,NRCKEKHBXPOXNH-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
719,CHEMBL1951081,?,,CC1CCC2=CC=CC=C2N1S(=O)(=O)C3=C(C=C(C(=C3)NC(=O)CSC4=CC=NC=C4)OC)OC,"InChI=1S/C25H27N3O5S2/c1-17-8-9-18-6-4-5-7-21(18)28(17)35(30,31)24-14-20(22(32-2)15-23(24)33-3)27-25(29)16-34-19-10-12-26-13-11-19/h4-7,10-15,17H,8-9,16H2,1-3H3,(H,27,29)",IDDCPHFFEUOPTQ-UHFFFAOYSA-N,COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=O)CSC1C=CN=CC=1,IDDCPHFFEUOPTQ-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
720,CHEMBL2177908,?,,C1=CC2=C(C(=C1)F)C(=NC2(C3=CC(=C(C=C3)F)C4=CN=CN=C4)C5=CC(=NC=C5)C(F)(F)F)N,"InChI=1S/C24H14F5N5/c25-18-5-4-14(8-16(18)13-10-31-12-32-11-13)23(15-6-7-33-20(9-15)24(27,28)29)17-2-1-3-19(26)21(17)22(30)34-23/h1-12H,(H2,30,34)",UDQUVXUVXUGJFO-UHFFFAOYSA-N,NC1=NC(C2C=CC=C(F)C=21)(C1=CC(C2C=NC=NC=2)=C(F)C=C1)C1=CC(=NC=C1)C(F)(F)F,UDQUVXUVXUGJFO-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
721,CHEMBL2179669,?,,CC1=CN(C(=O)NC1=O)[C@H]2CCCN(C2)CC3=CC(=C(C=C3)C(=O)O)OC4=CC=CC(=C4)C(F)(F)F,"InChI=1S/C25H24F3N3O5/c1-15-12-31(24(35)29-22(15)32)18-5-3-9-30(14-18)13-16-7-8-20(23(33)34)21(10-16)36-19-6-2-4-17(11-19)25(26,27)28/h2,4,6-8,10-12,18H,3,5,9,13-14H2,1H3,(H,33,34)(H,29,32,35)/t18-/m0/s1",SLYIQORXPGMWOF-SFHVURJKSA-N,CC1=CN(C2CN(CC3=CC(OC4C=C(C=CC=4)C(F)(F)F)=C(C=C3)C(O)=O)CCC2)C(=O)NC1=O,SLYIQORXPGMWOF-UHFFFAOYSA-N,,0.0292999999761097,-1.53313238,1,1
722,87-86-5,DTXSID7021106,Pentachlorophenol,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N,OC1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl,IZUPBVBPLAPZRR-UHFFFAOYSA-N,,0.0297065,-1.52714851346822,1,1
723,35554-44-0,DTXSID8024151,Imazalil,C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,"InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2",PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(CN1C=NC=C1)C1C=CC(Cl)=CC=1Cl,PZBPKYOVPCNPJY-UHFFFAOYSA-N,,0.029926333,-1.52394649583714,1,1
724,53016-31-2,DTXSID9046788,Norelgestromin,CC[C@]12CC[C@@H]3[C@H]4CC/C(/C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C)=NO,"InChI=1S/C21H29NO2/c1-3-20-11-9-17-16-8-6-15(22-24)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23-24H,3,5-12H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1",ISHXLNHNDMZNMC-XUDSTZEESA-N,CCC12CCC3C4CCC(C=C4CCC3C1CCC2(O)C#C)=NO,ISHXLNHNDMZNMC-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
725,26615-21-4,DTXSID9023756,Zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc12,"InChI=1S/C18H18ClNOS/c1-20(2)9-10-21-16-11-13-5-3-4-6-17(13)22-18-8-7-14(19)12-15(16)18/h3-8,11-12H,9-10H2,1-2H3",HDOZVRUNCMBHFH-UHFFFAOYSA-N,CN(C)CCOC1=CC2C=CC=CC=2SC2=CC=C(Cl)C=C21,HDOZVRUNCMBHFH-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
726,67392-87-4,DTXSID7046465,Drospirenone,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@]12CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3/t13-,14+,15-,16+,18+,20-,21+,22-,23+,24+/m1/s1",METQSPRSQINEEU-HXCATZOESA-N,CC12CCC3C(C1C1CC1C12CCC(=O)O1)C1CC1C1=CC(=O)CCC13C,METQSPRSQINEEU-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
727,20830-81-3,DTXSID7022883,Daunorubicin,CC(=O)[C@]1(O)Cc2c([C@H](C1)O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c(O)c1c(C(=O)c3cccc(OC)c3C1=O)c2O,"InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3/t10-,14-,16-,17-,22+,27-/m0/s1",STQGQHZAVUOBTE-VGBVRHCVSA-N,CC(=O)C1(O)CC2C(C(C1)OC1CC(N)C(O)C(C)O1)=C(O)C1=C(C(=O)C3=CC=CC(OC)=C3C1=O)C=2O,STQGQHZAVUOBTE-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
728,83-12-5,DTXSID5023453,Phenindione,O=C1C(c2ccccc2)C(=O)c2ccccc12,"InChI=1S/C15H10O2/c16-14-11-8-4-5-9-12(11)15(17)13(14)10-6-2-1-3-7-10/h1-9,13H",NFBAXHOPROOJAW-UHFFFAOYSA-N,O=C1C(C2C=CC=CC=2)C(=O)C2=CC=CC=C12,NFBAXHOPROOJAW-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
729,94-19-9,DTXSID4046286,Sulfaethidole,CCc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,"InChI=1S/C10H12N4O2S2/c1-2-9-12-13-10(17-9)14-18(15,16)8-5-3-7(11)4-6-8/h3-6H,2,11H2,1H3,(H,13,14)",SVYBEBLNQGDRHF-UHFFFAOYSA-N,CCC1=NN=C(NS(=O)(=O)C2C=CC(N)=CC=2)S1,SVYBEBLNQGDRHF-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
730,2955-38-6,DTXSID4021181,Prazepam,O=C1CN=C(c2cc(Cl)ccc2N1CC1CC1)c1ccccc1,"InChI=1S/C19H17ClN2O/c20-15-8-9-17-16(10-15)19(14-4-2-1-3-5-14)21-11-18(23)22(17)12-13-6-7-13/h1-5,8-10,13H,6-7,11-12H2",MWQCHHACWWAQLJ-UHFFFAOYSA-N,O=C1CN=C(C2=CC(Cl)=CC=C2N1CC1CC1)C1C=CC=CC=1,MWQCHHACWWAQLJ-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
731,17617-23-1,DTXSID1023071,Flurazepam,CCN(CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc12)CC,"InChI=1S/C21H23ClFN3O/c1-3-25(4-2)11-12-26-19-10-9-15(22)13-17(19)21(24-14-20(26)27)16-7-5-6-8-18(16)23/h5-10,13H,3-4,11-12,14H2,1-2H3",SAADBVWGJQAEFS-UHFFFAOYSA-N,CCN(CCN1C(=O)CN=C(C2C=CC=CC=2F)C2C=C(Cl)C=CC1=2)CC,SAADBVWGJQAEFS-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
732,152-62-5,DTXSID1022974,Dydrogesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]21C,"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1",JGMOKGBVKVMRFX-HQZYFCCVSA-N,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC21C,JGMOKGBVKVMRFX-UHFFFAOYSA-N,,0.03,-1.52287874528034,1,1
733,1009618-59-0,?,,C1CC2=C(C1)C=C(C=C2)NC(C3=CC=CC=C3)C(=O)NC(=O)N,"InChI=1S/C18H19N3O2/c19-18(23)21-17(22)16(13-5-2-1-3-6-13)20-15-10-9-12-7-4-8-14(12)11-15/h1-3,5-6,9-11,16,20H,4,7-8H2,(H3,19,21,22,23)",YHAMWDFRLHXMHG-UHFFFAOYSA-N,NC(=O)NC(=O)C(NC1C=CC2CCCC=2C=1)C1C=CC=CC=1,YHAMWDFRLHXMHG-UHFFFAOYSA-N,,0.030000000019365,-1.522878745,1,1
734,1254036-71-9,?,,CC(C)N1CCN(CC1)CC2=CN=C(O2)C3=C4C=NNC4=CC(=C3)C5=C6C=CNC6=CC=C5,"InChI=1S/C26H28N6O/c1-17(2)32-10-8-31(9-11-32)16-19-14-28-26(33-19)22-12-18(13-25-23(22)15-29-30-25)20-4-3-5-24-21(20)6-7-27-24/h3-7,12-15,17,27H,8-11,16H2,1-2H3,(H,29,30)",MCIDWGZGWVSZMK-UHFFFAOYSA-N,CC(C)N1CCN(CC2=CN=C(O2)C2C=C(C=C3NN=CC=23)C2C=CC=C3NC=CC=23)CC1,MCIDWGZGWVSZMK-UHFFFAOYSA-N,,0.030000000019365,-1.522878745,1,1
735,CHEMBL1818300,?,,CC(C)(C)OC(=O)NCC1CCC(CC1)CNC(=O)C2=CC(=NC3=CC=CC=C32)N4CCC(CC4)CCN5CC(C5)O,"InChI=1S/C33H49N5O4/c1-33(2,3)42-32(41)35-20-25-10-8-24(9-11-25)19-34-31(40)28-18-30(36-29-7-5-4-6-27(28)29)38-16-13-23(14-17-38)12-15-37-21-26(39)22-37/h4-7,18,23-26,39H,8-17,19-22H2,1-3H3,(H,34,40)(H,35,41)",DLXYCZXEBQOCAR-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCC1CCC(CNC(=O)C2=CC(=NC3=CC=CC=C23)N2CCC(CCN3CC(O)C3)CC2)CC1,DLXYCZXEBQOCAR-UHFFFAOYSA-N,,0.030000000019365,-1.522878745,1,1
736,CHEMBL497963,?,,CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC(=CC=C4)NS(=O)(=O)C,"InChI=1S/C25H31N3O3S/c1-19-9-10-23-24(26-19)7-4-8-25(23)31-16-15-28-13-11-20(12-14-28)17-21-5-3-6-22(18-21)27-32(2,29)30/h3-10,18,20,27H,11-17H2,1-2H3",UZLFJOXUSYBNKZ-UHFFFAOYSA-N,CC1C=CC2C(=CC=CC=2N=1)OCCN1CCC(CC2C=CC=C(C=2)NS(C)(=O)=O)CC1,UZLFJOXUSYBNKZ-UHFFFAOYSA-N,,0.030000000019365,-1.522878745,1,1
737,493-52-7,DTXSID1042154,Methyl red,CN(C)c1ccc(cc1)/N=N/c1ccccc1C(O)=O,"InChI=1S/C15H15N3O2/c1-18(2)12-9-7-11(8-10-12)16-17-14-6-4-3-5-13(14)15(19)20/h3-10H,1-2H3,(H,19,20)/b17-16+",CEQFOVLGLXCDCX-WUKNDPDISA-N,CN(C)C1C=CC(=CC=1)N=NC1C=CC=CC=1C(O)=O,CEQFOVLGLXCDCX-UHFFFAOYSA-N,,0.0304,-1.51712641639125,1,1
738,117-79-3,DTXSID6020068,2-aminoanthraquinone,Nc1cc2c(cc1)C(=O)c1ccccc1C2=O,"InChI=1S/C14H9NO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H,15H2",XOGPDSATLSAZEK-UHFFFAOYSA-N,NC1C=C2C(=CC=1)C(=O)C1C=CC=CC=1C2=O,XOGPDSATLSAZEK-UHFFFAOYSA-N,,0.0305,-1.51570016065321,1,1
739,13097-01-3,DTXSID70306243,3-phenyl-1H-indazole,C1=CC=C(C=C1)C2=NNC3=CC=CC=C32,"InChI=1S/C13H10N2/c1-2-6-10(7-3-1)13-11-8-4-5-9-12(11)14-15-13/h1-9H,(H,14,15)",MXBKCOLSUUYOHT-UHFFFAOYSA-N,C1=CC=CC=C1C1=NNC2=CC=CC=C21,MXBKCOLSUUYOHT-UHFFFAOYSA-N,,0.030699999966268,-1.512861625,1,1
740,410544-61-5,DTXSID701271544,8-Hydroxy-N-benzylquinoline-7-carboxamide,C1=CC=C(C=C1)CNC(=O)C2=C(C3=C(C=CC=N3)C=C2)O,"InChI=1S/C17H14N2O2/c20-16-14(9-8-13-7-4-10-18-15(13)16)17(21)19-11-12-5-2-1-3-6-12/h1-10,20H,11H2,(H,19,21)",BMYUTWKKELIBCE-UHFFFAOYSA-N,OC1C2N=CC=CC=2C=CC=1C(=O)NCC1C=CC=CC=1,BMYUTWKKELIBCE-UHFFFAOYSA-N,,0.030699999966268,-1.512861625,1,1
741,CHEMBL1957841,?,,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC=CC5=CC=CC=C54,"InChI=1S/C21H20N4O2/c26-20-14-19(23-10-12-27-13-11-23)22-21-24(8-9-25(20)21)15-17-6-3-5-16-4-1-2-7-18(16)17/h1-9,14H,10-13,15H2",QWHPGKXSNCLNSL-UHFFFAOYSA-N,O=C1C=C(N=C2N1C=CN2CC1=CC=CC2=CC=CC=C12)N1CCOCC1,QWHPGKXSNCLNSL-UHFFFAOYSA-N,,0.030699999966268,-1.512861625,1,1
742,35367-38-5,DTXSID1024049,Diflubenzuron,O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,"InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)",QQQYTWIFVNKMRW-UHFFFAOYSA-N,O=C(NC1C=CC(Cl)=CC=1)NC(=O)C1C(F)=CC=CC=1F,QQQYTWIFVNKMRW-UHFFFAOYSA-N,,0.0308,-1.51144928349956,1,1
743,123343-16-8,DTXSID8032673,Pyrithiobac-sodium,[Na+].COc1cc([n]c([n]1)Sc1cccc(Cl)c1C([O-])=O)OC,"InChI=1S/C13H11ClN2O4S.Na/c1-19-9-6-10(20-2)16-13(15-9)21-8-5-3-4-7(14)11(8)12(17)18;/h3-6H,1-2H3,(H,17,18);/q;+1/p-1",CNILNQMBAHKMFS-UHFFFAOYSA-M,COC1=CC(=NC(=N1)SC1=CC=CC(Cl)=C1C(O)=O)OC,QEGVVEOAVNHRAA-UHFFFAOYSA-N,[Na+],0.0308678335,-1.51049385098481,1,1
744,676128-62-4| 676128-63-5,?,,C1=CC=C(C=C1)C2=NC(C(=O)NC3=CC=CC=C32)NC(=O)NC4=CC=CC=C4F,"InChI=1S/C22H17FN4O2/c23-16-11-5-7-13-18(16)25-22(29)27-20-21(28)24-17-12-6-4-10-15(17)19(26-20)14-8-2-1-3-9-14/h1-13,20H,(H,24,28)(H2,25,27,29)",MTPVBMVUENFFLL-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1F)NC1N=C(C2=CC=CC=C2NC1=O)C1C=CC=CC=1,MTPVBMVUENFFLL-UHFFFAOYSA-N,,0.030966433414637,-1.509108812,1,1
745,77-09-8,DTXSID0021125,Phenolphthalein,Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",KJFMBFZCATUALV-UHFFFAOYSA-N,OC1C=CC(=CC=1)C1(OC(=O)C2C=CC=CC1=2)C1C=CC(O)=CC=1,KJFMBFZCATUALV-UHFFFAOYSA-N,,0.031160052,-1.50640182624677,1,1
746,133099-04-4,DTXSID2048290,Darifenacin,NC(=O)C([C@H]1CN(CC1)CCc1cc2CCOc2cc1)(c1ccccc1)c1ccccc1,"InChI=1S/C28H30N2O2/c29-27(31)28(23-7-3-1-4-8-23,24-9-5-2-6-10-24)25-14-17-30(20-25)16-13-21-11-12-26-22(19-21)15-18-32-26/h1-12,19,25H,13-18,20H2,(H2,29,31)/t25-/m1/s1",HXGBXQDTNZMWGS-RUZDIDTESA-N,NC(=O)C(C1CN(CC1)CCC1=CC2CCOC=2C=C1)(C1C=CC=CC=1)C1C=CC=CC=1,HXGBXQDTNZMWGS-UHFFFAOYSA-N,,0.0312409987035291,-1.50527509116801,1,1
747,103-24-2,DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,CCCCC(COC(=O)CCCCCCCC(=O)OCC(CCCC)CC)CC,"InChI=1S/C25H48O4/c1-5-9-16-22(7-3)20-28-24(26)18-14-12-11-13-15-19-25(27)29-21-23(8-4)17-10-6-2/h22-23H,5-21H2,1-4H3",ZDWGXBPVPXVXMQ-UHFFFAOYSA-N,CCCCC(COC(=O)CCCCCCCC(=O)OCC(CCCC)CC)CC,ZDWGXBPVPXVXMQ-UHFFFAOYSA-N,,0.0312580815,-1.50503768081242,1,1
748,383860-19-3,DTXSID201119400,2-[[3-(2-Amino-2-oxoacetyl)-2-(2-methylpropyl)-1-(phenylmethyl)-1H-indol-4-yl]oxy]acetic acid,CC(C)CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,"InChI=1S/C23H24N2O5/c1-14(2)11-17-21(22(28)23(24)29)20-16(9-6-10-18(20)30-13-19(26)27)25(17)12-15-7-4-3-5-8-15/h3-10,14H,11-13H2,1-2H3,(H2,24,29)(H,26,27)",WCOSWMKQOOTINK-UHFFFAOYSA-N,CC(C)CC1=C(C2C(=CC=CC=2N1CC1C=CC=CC=1)OCC(O)=O)C(=O)C(N)=O,WCOSWMKQOOTINK-UHFFFAOYSA-N,,0.0313000000326879,-1.504455662,1,1
749,1035227-43-0,?,,C1CCC(CC1)N(CCNCCC2=C3C(=C(C=C2)O)NC(=O)CO3)C(=O)CCNCCC4=CC(=C(C=C4)Cl)Cl,"InChI=1S/C29H38Cl2N4O4/c30-23-8-6-20(18-24(23)31)10-13-32-15-12-27(38)35(22-4-2-1-3-5-22)17-16-33-14-11-21-7-9-25(36)28-29(21)39-19-26(37)34-28/h6-9,18,22,32-33,36H,1-5,10-17,19H2,(H,34,37)",LIBVHXXKHSODII-UHFFFAOYSA-N,OC1C=CC(CCNCCN(C2CCCCC2)C(=O)CCNCCC2=CC(Cl)=C(Cl)C=C2)=C2OCC(=O)NC2=1,LIBVHXXKHSODII-UHFFFAOYSA-N,,0.0313000000326879,-1.504455662,1,1
750,CHEMBL565073,?,,C1CN(CCC1CC(=O)NC(C2=CC=C(C=C2)F)C3=CN=CC=C3)CC4=CN(C=C4)C5=CC=C(C=C5)C(F)(F)F,"InChI=1S/C31H30F4N4O/c32-27-7-3-24(4-8-27)30(25-2-1-14-36-19-25)37-29(40)18-22-11-15-38(16-12-22)20-23-13-17-39(21-23)28-9-5-26(6-10-28)31(33,34)35/h1-10,13-14,17,19,21-22,30H,11-12,15-16,18,20H2,(H,37,40)",BEXVBWGCOSRYDF-UHFFFAOYSA-N,O=C(CC1CCN(CC2=CN(C=C2)C2C=CC(=CC=2)C(F)(F)F)CC1)NC(C1=CC=C(F)C=C1)C1=CN=CC=C1,BEXVBWGCOSRYDF-UHFFFAOYSA-N,,0.0313000000326879,-1.504455662,1,1
751,188425-85-6,DTXSID6034392,Boscalid,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1ccc[n]c1Cl,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",WYEMLYFITZORAB-UHFFFAOYSA-N,O=C(NC1C=CC=CC=1C1C=CC(Cl)=CC=1)C1C=CC=NC=1Cl,WYEMLYFITZORAB-UHFFFAOYSA-N,,0.0316690005,-1.49936564310692,1,1
752,CHEMBL1489611,?,,CC1=CC(=CC(=C1)C2=NN=C(O2)SCC(=O)N3CCN(CC3)C(=O)C4=CC=CO4)C,"InChI=1S/C21H22N4O4S/c1-14-10-15(2)12-16(11-14)19-22-23-21(29-19)30-13-18(26)24-5-7-25(8-6-24)20(27)17-4-3-9-28-17/h3-4,9-12H,5-8,13H2,1-2H3",NOKICSONZNLCHY-UHFFFAOYSA-N,CC1=CC(=CC(C)=C1)C1=NN=C(O1)SCC(=O)N1CCN(CC1)C(=O)C1=CC=CO1,NOKICSONZNLCHY-UHFFFAOYSA-N,,0.0320999999700747,-1.493494968,1,1
753,CHEMBL1952147,?,,C1=CC=C(C=C1)C2=NN=C3N2N=C(C=C3)NCCC4=CC=C(C=C4)S(=O)(=O)N,"InChI=1S/C19H18N6O2S/c20-28(26,27)16-8-6-14(7-9-16)12-13-21-17-10-11-18-22-23-19(25(18)24-17)15-4-2-1-3-5-15/h1-11H,12-13H2,(H,21,24)(H2,20,26,27)",DIDVYKHDKJBUNI-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(CCNC2C=CC3=NN=C(C4C=CC=CC=4)N3N=2)C=C1,DIDVYKHDKJBUNI-UHFFFAOYSA-N,,0.0320999999700747,-1.493494968,1,1
754,CHEMBL2011112,?,,CC(C)N1CC2=C(C1=O)N=C(N=C2NC(C)(C)CC3=CC=C(C=C3)Cl)N4CCN(CC4)C(=O)C,"InChI=1S/C25H33ClN6O2/c1-16(2)32-15-20-21(23(32)34)27-24(31-12-10-30(11-13-31)17(3)33)28-22(20)29-25(4,5)14-18-6-8-19(26)9-7-18/h6-9,16H,10-15H2,1-5H3,(H,27,28,29)",QPDPLVXCWWSXFN-UHFFFAOYSA-N,CC(=O)N1CCN(CC1)C1=NC2C(=O)N(CC=2C(NC(C)(C)CC2C=CC(Cl)=CC=2)=N1)C(C)C,QPDPLVXCWWSXFN-UHFFFAOYSA-N,,0.0320999999700747,-1.493494968,1,1
755,CHEMBL2158436,?,,C1COCCN1C2=CC(=O)NC(=N2)NCC3=CC=CC4=CC=CC=C43,"InChI=1S/C19H20N4O2/c24-18-12-17(23-8-10-25-11-9-23)21-19(22-18)20-13-15-6-3-5-14-4-1-2-7-16(14)15/h1-7,12H,8-11,13H2,(H2,20,21,22,24)",VNMOCXVCBXMWMT-UHFFFAOYSA-N,O=C1C=C(N=C(N1)NCC1=CC=CC2=CC=CC=C12)N1CCOCC1,VNMOCXVCBXMWMT-UHFFFAOYSA-N,,0.0320999999700747,-1.493494968,1,1
756,CHEMBL2158790,?,,CC1=C(C=CC(=C1Cl)Cl)OC2CCN(CC2)CC3CCN(CC3)[C@@](C)(CC4=CC=C(C=C4)F)C(=O)O,"InChI=1S/C28H35Cl2FN2O3/c1-19-25(8-7-24(29)26(19)30)36-23-11-13-32(14-12-23)18-21-9-15-33(16-10-21)28(2,27(34)35)17-20-3-5-22(31)6-4-20/h3-8,21,23H,9-18H2,1-2H3,(H,34,35)/t28-/m0/s1",AYPGYVOWMUSFPT-NDEPHWFRSA-N,CC1C(Cl)=C(Cl)C=CC=1OC1CCN(CC2CCN(CC2)C(C)(CC2=CC=C(F)C=C2)C(O)=O)CC1,AYPGYVOWMUSFPT-UHFFFAOYSA-N,,0.0320999999700747,-1.493494968,1,1
757,CHEMBL2164043,?,,C1=CC=C2C(=C1)C(N(C2=O)CCC3=NC=C(C=N3)F)C(=O)NCC4=CC(=C(C=C4)F)OC(F)(F)F,"InChI=1S/C23H17F5N4O3/c24-14-11-29-19(30-12-14)7-8-32-20(15-3-1-2-4-16(15)22(32)34)21(33)31-10-13-5-6-17(25)18(9-13)35-23(26,27)28/h1-6,9,11-12,20H,7-8,10H2,(H,31,33)",FRIPQARTFVEBSI-UHFFFAOYSA-N,O=C1C2=CC=CC=C2C(C(=O)NCC2=CC(OC(F)(F)F)=C(F)C=C2)N1CCC1N=CC(F)=CN=1,FRIPQARTFVEBSI-UHFFFAOYSA-N,,0.0320999999700747,-1.493494968,1,1
